Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-14,WIPRO,EQ,328.7,330.05,331.1,311.35,312.5,312.55,317.41,6913323,219438525450000.0,59279,3397785,0.4915
2019-01-15,WIPRO,EQ,312.55,319.0,332.3,315.05,329.7,329.8,326.14,15070795,491525624720000.0,139494,3801959,0.2523
2019-01-16,WIPRO,EQ,329.8,331.8,339.8,329.05,337.0,336.55,335.86,9896290,332378655420000.0,107578,2046160,0.2068
2019-01-17,WIPRO,EQ,336.55,337.0,338.6,331.6,335.45,335.4,335.09,5289184,177236081780000.0,55846,2197929,0.4156
2019-01-18,WIPRO,EQ,335.4,336.0,347.5,333.4,346.55,346.15,342.26,10091966,345405008165000.0,108031,3137046,0.31079999999999997
2019-01-21,WIPRO,EQ,346.15,340.0,344.9,333.2,336.45,337.8,338.96,15621848,529524377150000.0,136857,3059656,0.1959
2019-01-22,WIPRO,EQ,337.8,336.8,349.6,336.0,348.25,346.5,342.73,6681724,229000162385000.0,86310,1985221,0.29710000000000003
2019-01-23,WIPRO,EQ,346.5,348.65,355.8,348.0,351.0,351.55,352.82,9937426,350616307550000.0,101423,2270638,0.2285
2019-01-24,WIPRO,EQ,351.55,350.2,353.0,346.5,351.7,351.75,350.26,4230546,148179601470000.0,55478,1272871,0.3009
2019-01-25,WIPRO,EQ,351.75,348.25,358.35,348.0,354.2,353.45,353.77,5236553,185254072820000.0,78516,1533498,0.2928
2019-01-28,WIPRO,EQ,353.45,354.35,362.7,354.25,355.0,355.15,358.8,6899957,247568967180000.03,95580,2405787,0.34869999999999995
2019-01-29,WIPRO,EQ,355.15,356.0,360.8,353.05,359.25,359.4,356.98,4620099,164926459285000.0,76959,2024530,0.43820000000000003
2019-01-30,WIPRO,EQ,359.4,359.0,367.65,358.0,363.05,363.25,364.0,7408937,269682537610000.0,94565,3709581,0.5007
2019-01-31,WIPRO,EQ,363.25,366.0,371.4,363.3,368.0,369.2,367.6,7694071,282837874945000.0,79385,4046408,0.5259
2019-02-01,WIPRO,EQ,369.2,370.1,372.45,363.5,371.6,371.55,368.1,3366604,123925357109999.98,64277,1361598,0.4044
2019-02-04,WIPRO,EQ,371.55,370.0,374.7,368.1,371.25,371.25,371.2,3143722,116693631200000.0,53517,976602,0.31070000000000003
2019-02-05,WIPRO,EQ,371.25,370.0,372.2,365.8,368.65,368.45,368.9,2456401,90617489480000.0,29764,848779,0.3455
2019-02-06,WIPRO,EQ,368.45,369.15,374.95,368.75,372.8,372.2,372.69,2179261,81218865710000.0,35819,743153,0.341
2019-02-07,WIPRO,EQ,372.2,372.0,374.5,369.65,374.2,373.6,372.97,2243431,83673176450000.0,35015,925358,0.41250000000000003
2019-02-08,WIPRO,EQ,373.6,371.5,374.9,368.7,372.4,372.7,373.07,1400929,52264624385000.0,27427,582784,0.41600000000000004
2019-02-11,WIPRO,EQ,372.7,370.9,377.4,369.7,374.0,373.05,374.11,2972778,111214016970000.0,51924,1224791,0.41200000000000003
2019-02-12,WIPRO,EQ,373.05,374.15,376.25,368.35,374.8,375.0,372.92,2977246,111026643734999.98,44358,1459363,0.4902
2019-02-13,WIPRO,EQ,375.0,374.8,379.7,373.25,376.25,377.45,376.87,3297274,124263276734999.98,40249,1306257,0.3962
2019-02-14,WIPRO,EQ,377.45,376.4,378.4,373.95,375.1,375.1,376.41,3074852,115740319884999.98,55108,1819469,0.5917
2019-02-15,WIPRO,EQ,375.1,375.25,377.35,370.15,376.1,376.1,374.39,3522673,131883617655000.0,49689,2006426,0.5696
2019-02-18,WIPRO,EQ,376.1,378.8,378.8,370.75,374.3,375.6,374.18,3480075,130216678984999.98,52179,1410840,0.4054
2019-02-19,WIPRO,EQ,375.6,372.55,375.4,362.2,363.35,363.45,368.9,3064358,113042812784999.98,46051,833202,0.27190000000000003
2019-02-20,WIPRO,EQ,363.45,363.2,374.0,361.2,373.5,372.2,366.71,4410484,161735131835000.0,66957,1322041,0.2997
2019-02-21,WIPRO,EQ,372.2,372.8,376.8,370.8,374.05,374.55,373.81,2573085,96183677715000.0,58052,923794,0.359
2019-02-22,WIPRO,EQ,374.55,375.0,380.0,373.5,379.05,378.75,378.0,3194664,120758499809999.98,36925,1320820,0.41340000000000005
2019-02-25,WIPRO,EQ,378.75,380.8,386.7,379.25,386.5,385.4,382.84,4678470,179112047780000.0,58316,1521610,0.32520000000000004
2019-02-26,WIPRO,EQ,385.4,384.5,388.95,381.25,387.05,387.65,386.3,3802537,146890565230000.0,48857,1350624,0.3552
2019-02-27,WIPRO,EQ,387.65,380.25,383.85,372.4,374.95,374.4,377.51,8009017,302348422910000.0,80727,2637430,0.3293
2019-02-28,WIPRO,EQ,374.4,374.9,376.7,366.6,368.0,368.9,371.68,9428265,350427237060000.0,104220,4261798,0.452
2019-03-01,WIPRO,EQ,368.9,370.9,378.35,365.5,376.2,375.7,370.07,7036417,260399925275000.0,61637,3313423,0.47090000000000004
