Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-02-18,INFY,EQ,741.95,742.35,747.65,736.0,741.0,741.05,739.9,5346825,395611214795000.0,105532,3060004,0.5723
2019-02-19,INFY,EQ,741.05,739.1,740.55,721.3,724.0,724.3,726.7,9401334,683194083090000.0,124664,4041288,0.4299
2019-02-20,INFY,EQ,724.3,727.0,743.0,726.05,740.55,740.7,734.78,5210675,382868648605000.0,130965,2558375,0.49100000000000005
2019-02-21,INFY,EQ,740.7,738.0,738.0,727.1,734.0,733.45,732.23,7202786,527409739860000.06,151794,4504900,0.6254
2019-02-22,INFY,EQ,733.45,732.5,738.2,728.0,734.9,734.95,733.71,3750833,275204171300000.0,99246,1775166,0.4733
2019-02-25,INFY,EQ,734.95,735.55,758.0,735.55,755.0,754.9,749.2,6547552,490541391805000.0,155205,3296211,0.5034000000000001
2019-02-26,INFY,EQ,754.9,748.6,752.6,740.15,741.55,742.5,745.77,8319610,620452171405000.0,188778,5101741,0.6132
2019-02-27,INFY,EQ,742.5,745.0,746.4,732.75,734.5,735.25,738.56,5936354,438432458020000.0,181469,3554571,0.5988
2019-02-28,INFY,EQ,735.25,738.7,742.4,732.3,734.7,734.3,735.59,8559921,629661971360000.0,142436,4612032,0.5388000000000001
2019-03-01,INFY,EQ,734.3,735.5,743.4,735.5,741.8,741.9,740.0,3998826,295911594015000.0,86883,2141670,0.5356000000000001
