Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-02-13,DLF,EQ,159.15,160.4,161.9,157.0,157.9,157.95,158.87,4614030,73303227560000.0,36034,403270,0.0874
2019-02-14,DLF,EQ,157.95,157.0,164.25,156.65,162.05,162.3,161.11,4477707,72138701575000.0,43337,455258,0.1017
2019-02-15,DLF,EQ,162.3,162.0,162.05,154.4,158.1,158.1,158.05,5111337,80783216740000.0,40051,400937,0.0784
2019-02-18,DLF,EQ,158.1,159.0,160.2,155.6,155.9,156.0,157.44,3876032,61024967370000.01,30423,348537,0.08990000000000001
2019-02-19,DLF,EQ,156.0,157.9,166.9,157.6,162.9,163.4,163.18,15335372,250243243485000.0,87564,848255,0.0553
2019-02-20,DLF,EQ,163.4,163.6,165.3,159.0,162.95,163.0,162.32,9359061,151915219065000.0,63114,545473,0.058300000000000005
2019-02-21,DLF,EQ,163.0,163.0,166.9,162.1,166.25,165.3,164.9,5377001,88666878230000.0,42558,580242,0.1079
2019-02-22,DLF,EQ,165.3,165.5,170.0,164.7,169.3,169.25,168.06,6024582,101250249105000.0,40091,972066,0.1613
2019-02-25,DLF,EQ,169.25,170.55,173.3,167.05,168.05,168.15,169.49,13038685,220988605030000.03,77517,1373896,0.1054
2019-02-26,DLF,EQ,168.15,165.1,167.75,162.1,166.5,166.4,165.28,5572262,92098448030000.0,37819,795040,0.1427
2019-02-27,DLF,EQ,166.4,167.0,169.2,163.0,163.95,164.35,165.8,4545778,75369169955000.0,41276,525951,0.11570000000000001
2019-02-28,DLF,EQ,164.35,163.0,166.4,161.85,166.2,164.7,164.01,5881165,96454664565000.0,36316,1953144,0.3321
2019-03-01,DLF,EQ,164.7,166.0,169.2,165.2,167.45,167.25,167.06,3845718,64245929460000.0,26732,378735,0.0985
