Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-02-05,RELIANCE,EQ,1290.9,1292.0,1304.4,1278.6,1288.0,1291.55,1292.06,9362406,1209674945105000.0,188250,3245178,0.34659999999999996
2019-02-06,RELIANCE,EQ,1291.55,1296.25,1317.65,1294.25,1310.55,1310.25,1309.33,9411585,1232286645480000.0,171848,3426503,0.3641
2019-02-07,RELIANCE,EQ,1310.25,1310.25,1321.2,1286.1,1288.0,1290.4,1302.19,9212227,1199603937055000.0,227737,2945960,0.31980000000000003
2019-02-08,RELIANCE,EQ,1290.4,1284.8,1300.5,1272.25,1277.8,1277.7,1282.97,6505502,834636410255000.0,174433,2225628,0.3421
2019-02-11,RELIANCE,EQ,1277.7,1275.9,1276.0,1251.0,1254.5,1253.25,1259.38,7523999,947560907810000.0,154193,4104534,0.5455
2019-02-12,RELIANCE,EQ,1253.25,1251.5,1272.35,1251.5,1255.5,1256.4,1261.8,6399485,807484791590000.0,173602,2638007,0.4122
2019-02-13,RELIANCE,EQ,1256.4,1261.0,1273.95,1235.75,1238.3,1245.95,1258.94,6964042,876731128870000.1,150257,2579211,0.3704
2019-02-14,RELIANCE,EQ,1245.95,1241.0,1241.0,1218.0,1229.1,1224.2,1227.02,6627360,813190074350000.0,138445,2505560,0.37810000000000005
2019-02-15,RELIANCE,EQ,1224.2,1229.75,1249.9,1214.0,1248.1,1244.45,1228.62,9597961,1179225386615000.0,175538,3834033,0.3995
2019-02-18,RELIANCE,EQ,1244.45,1250.0,1252.5,1215.0,1215.65,1220.1,1226.57,9649017,1183516380770000.0,212673,4211189,0.4364
2019-02-19,RELIANCE,EQ,1220.1,1218.0,1239.7,1211.2,1215.6,1216.1,1228.49,6244189,767092665910000.0,149603,1681609,0.2693
2019-02-20,RELIANCE,EQ,1216.1,1223.85,1240.0,1219.0,1235.55,1234.35,1228.29,6298179,773600597715000.0,157634,2060904,0.3272
2019-02-21,RELIANCE,EQ,1234.35,1236.0,1257.8,1229.35,1247.3,1246.9,1246.51,10580178,1318833213690000.0,206387,4866938,0.46
2019-02-22,RELIANCE,EQ,1246.9,1244.6,1245.3,1226.0,1231.7,1232.35,1233.91,8755865,1080398676765000.0,169765,3503955,0.40020000000000006
2019-02-25,RELIANCE,EQ,1232.35,1236.0,1243.0,1220.65,1231.3,1232.3,1232.29,7852528,967659304740000.0,159793,3212379,0.40909999999999996
2019-02-26,RELIANCE,EQ,1232.3,1209.5,1234.8,1206.0,1220.2,1220.25,1221.22,10131050,1237228756965000.0,166251,3886999,0.3837
2019-02-27,RELIANCE,EQ,1220.25,1228.05,1244.9,1209.0,1220.65,1223.5,1227.12,11113182,1363725048945000.0,222847,4163615,0.3747
2019-02-28,RELIANCE,EQ,1223.5,1233.75,1239.85,1226.55,1232.0,1231.05,1233.07,11286916,1391756783735000.0,179607,5923497,0.5247999999999999
2019-03-01,RELIANCE,EQ,1231.05,1237.0,1242.35,1222.25,1225.0,1226.05,1229.08,7922513,973741357010000.0,156673,4129082,0.5212
